gene_id,H3K9ac_wc,H3K9me3_wc,H3K4me3_wc,H3K27ac_wc,H3K27me3_wc,E118
ENSG00000100644,47,0,30,30,8,21.613
ENSG00000130762,62,0,66,60,8,21.602
ENSG00000136478,27,0,34,22,13,21.6
ENSG00000105647,45,0,39,41,4,21.596
ENSG00000099953,46,0,47,41,4,21.593
ENSG00000102081,49,0,19,35,0,21.584
ENSG00000198176,9,0,29,0,0,21.553
ENSG00000135766,35,0,30,41,20,21.543
ENSG00000186470,30,0,27,21,11,21.535
ENSG00000182319,59,0,57,59,33,21.532
ENSG00000124570,18,0,19,8,22,21.519
ENSG00000184402,61,0,65,48,8,21.514
ENSG00000103769,0,0,0,0,0,21.506
ENSG00000255112,44,0,30,37,13,21.499
ENSG00000115548,32,35,22,22,11,21.496
ENSG00000101019,20,0,15,16,11,21.492
ENSG00000117500,39,0,33,35,11,21.491
ENSG00000094631,41,0,29,29,3,21.483
ENSG00000174238,38,0,50,6,4,21.471
ENSG00000198677,30,0,24,18,13,21.468
ENSG00000115904,59,0,50,59,18,21.457
ENSG00000109083,44,0,33,33,17,21.444
ENSG00000157870,34,0,46,15,0,21.435
ENSG00000131795,25,0,22,22,7,21.431
ENSG00000165526,27,0,19,16,11,21.43
ENSG00000198431,0,0,7,11,0,21.427
ENSG00000134851,38,0,35,28,8,21.407
ENSG00000182606,30,0,29,20,8,21.393
ENSG00000108262,30,0,57,10,41,21.387
ENSG00000113845,36,0,22,16,10,21.381
ENSG00000184160,26,0,50,0,0,21.377
ENSG00000078618,40,0,38,38,21,21.368
ENSG00000160813,37,0,34,47,5,21.356
ENSG00000198732,18,0,12,24,4,21.348
ENSG00000133313,34,12,25,30,16,21.342
ENSG00000033800,30,0,24,14,0,21.327
ENSG00000076685,30,0,23,27,10,21.311
ENSG00000088298,5,0,0,4,0,21.311
ENSG00000182670,46,0,31,47,14,21.299
ENSG00000133265,23,0,27,6,16,21.298
ENSG00000203546,31,0,25,20,14,21.296
ENSG00000156587,24,0,25,3,6,21.295
ENSG00000257218,34,0,28,21,14,21.289
ENSG00000173598,69,0,46,46,22,21.276
ENSG00000175550,35,0,45,16,7,21.275
ENSG00000242616,19,0,20,0,16,21.275
ENSG00000099849,36,0,53,26,6,21.274
ENSG00000120798,16,0,21,13,6,21.27
ENSG00000166908,23,0,20,11,4,21.252
ENSG00000066248,21,0,28,20,9,21.247
ENSG00000167635,32,0,23,25,17,21.23
ENSG00000187189,38,0,23,30,7,21.217
ENSG00000157349,30,0,27,32,9,21.207
ENSG00000114554,14,0,16,0,0,21.2
ENSG00000130158,30,0,34,5,0,21.199
ENSG00000169692,15,0,35,0,59,21.195
ENSG00000065559,31,0,19,20,13,21.193
ENSG00000158373,49,0,41,46,17,21.18
ENSG00000179950,54,8,40,29,10,21.172
ENSG00000102054,36,0,29,24,5,21.17
ENSG00000122729,27,0,21,12,8,21.169
ENSG00000117691,18,0,16,0,12,21.167
ENSG00000185651,0,0,0,0,0,21.166
ENSG00000162191,36,0,31,18,6,21.157
ENSG00000116212,35,0,32,16,8,21.15
ENSG00000144744,39,0,22,18,10,21.145
ENSG00000168310,42,0,37,39,16,21.134
ENSG00000205423,20,0,18,15,11,21.121
ENSG00000167543,40,0,44,10,18,21.119
ENSG00000137692,29,0,25,12,8,21.117
ENSG00000107341,56,0,34,39,7,21.108
ENSG00000153561,27,0,24,26,4,21.1
ENSG00000204469,0,0,0,0,0,21.088
ENSG00000171940,0,0,0,0,0,21.052
ENSG00000241553,33,0,30,23,15,21.047
ENSG00000054793,31,0,28,17,20,21.046
ENSG00000114573,64,0,41,48,22,21.04
ENSG00000131981,3,0,8,0,15,21.04
ENSG00000017797,32,0,32,20,16,21.026
ENSG00000135245,27,0,29,15,9,21.009
ENSG00000149948,68,0,45,63,18,21.0
ENSG00000103335,45,0,70,28,0,20.995
ENSG00000107854,43,0,25,34,16,20.985
ENSG00000197976,0,0,0,0,0,20.98
ENSG00000182327,39,0,24,46,3,20.973
ENSG00000136560,0,0,5,0,0,20.957
ENSG00000145348,33,0,14,28,11,20.949
ENSG00000089050,21,0,17,6,11,20.944
ENSG00000090905,34,0,20,30,18,20.933
ENSG00000196396,37,0,23,18,17,20.933
ENSG00000115204,38,0,32,39,20,20.928
ENSG00000164251,17,0,22,13,6,20.92
ENSG00000087916,28,0,11,27,0,20.91
ENSG00000143799,25,0,28,10,8,20.9
ENSG00000077235,42,0,28,28,22,20.896
ENSG00000106868,37,0,25,25,4,20.896
ENSG00000102158,47,0,26,38,11,20.893
ENSG00000121064,16,0,18,0,35,20.893
ENSG00000136518,23,0,22,16,5,20.876
ENSG00000186529,25,0,35,23,0,20.873
ENSG00000088836,21,0,41,0,44,20.869
ENSG00000173272,55,0,57,34,17,20.869
ENSG00000156709,36,0,22,26,6,20.86
ENSG00000123091,45,0,43,29,28,20.853
ENSG00000180228,28,0,23,25,7,20.852
ENSG00000139579,33,0,35,23,15,20.844
ENSG00000144711,0,0,0,0,0,20.834
ENSG00000125850,0,0,29,0,78,20.826
ENSG00000126746,40,0,31,22,13,20.804
ENSG00000079462,13,0,13,7,3,20.787
ENSG00000040633,78,0,64,64,16,20.781
ENSG00000134690,46,0,48,29,25,20.773
ENSG00000178921,36,0,31,32,18,20.77
ENSG00000124103,0,20,0,0,0,20.761
ENSG00000256500,39,0,35,34,12,20.761
ENSG00000133678,24,0,22,14,14,20.739
ENSG00000135521,29,0,20,24,16,20.732
ENSG00000152683,32,0,26,20,14,20.717
ENSG00000117868,44,0,38,42,6,20.713
ENSG00000154174,49,0,54,41,19,20.713
ENSG00000198951,20,0,18,10,0,20.712
ENSG00000073067,39,0,42,47,2,20.706
ENSG00000163382,19,0,17,15,0,20.695
ENSG00000100883,46,0,45,36,29,20.694
ENSG00000167196,29,0,25,19,8,20.68
ENSG00000164402,20,0,15,46,6,20.677
ENSG00000162434,29,0,29,14,7,20.668
ENSG00000108474,59,0,47,50,21,20.665
ENSG00000117523,28,0,22,22,18,20.658
ENSG00000179604,48,0,53,39,47,20.63
ENSG00000182749,34,0,44,39,5,20.626
ENSG00000107929,47,0,35,32,6,20.619
ENSG00000255432,41,0,31,28,10,20.596
ENSG00000150712,44,0,32,49,10,20.595
ENSG00000196975,46,0,37,36,17,20.593
ENSG00000177963,55,0,50,41,19,20.592
ENSG00000130684,19,15,20,17,14,20.586
ENSG00000155287,44,0,32,30,6,20.586
ENSG00000111605,37,0,22,15,11,20.58
ENSG00000101052,22,0,21,19,6,20.57
ENSG00000119402,35,0,24,26,16,20.567
ENSG00000163166,37,7,34,26,36,20.567
ENSG00000090539,41,0,45,31,22,20.564
ENSG00000125166,26,0,22,14,14,20.561
ENSG00000100403,36,0,26,27,8,20.547
ENSG00000172939,40,0,29,30,3,20.53
ENSG00000049239,47,0,34,38,15,20.51
ENSG00000088205,22,0,12,17,9,20.507
ENSG00000198752,35,0,33,8,0,20.507
ENSG00000126214,39,0,35,34,11,20.505
ENSG00000172081,38,0,38,16,0,20.49
ENSG00000129055,37,0,28,27,5,20.474
ENSG00000143819,36,0,36,44,0,20.467
ENSG00000114480,30,0,24,29,3,20.461
ENSG00000198917,16,0,20,13,3,20.453
ENSG00000148187,34,0,18,21,14,20.451
ENSG00000079950,26,0,17,20,7,20.45
ENSG00000149809,37,0,39,18,7,20.446
ENSG00000244509,16,0,27,12,9,20.446
ENSG00000141560,32,0,42,19,10,20.441
ENSG00000128283,64,0,55,54,7,20.425
ENSG00000099246,23,0,21,15,15,20.419
ENSG00000259066,34,0,30,22,5,20.418
ENSG00000084092,58,3,68,45,28,20.417
ENSG00000170899,28,0,26,19,5,20.407
ENSG00000067829,35,0,36,22,6,20.405
ENSG00000141030,34,0,21,20,11,20.405
ENSG00000131016,5,0,20,0,34,20.403
ENSG00000163872,35,0,32,10,5,20.401
ENSG00000108846,41,0,35,32,34,20.4
ENSG00000095321,37,0,38,26,20,20.374
ENSG00000155561,17,0,17,13,10,20.358
ENSG00000131149,52,0,64,42,0,20.347
ENSG00000187097,37,0,26,64,5,20.332
ENSG00000058804,16,15,19,17,6,20.324
ENSG00000111276,58,0,56,57,34,20.322
ENSG00000204264,0,0,0,0,0,20.319
ENSG00000113194,33,0,30,25,15,20.31
ENSG00000165915,35,0,37,18,9,20.306
ENSG00000159674,24,0,23,12,0,20.288
ENSG00000137221,28,0,18,14,4,20.27
ENSG00000109736,28,0,40,24,9,20.269
ENSG00000115661,45,0,44,37,14,20.269
ENSG00000106348,31,0,47,0,31,20.26
ENSG00000124380,30,7,19,13,12,20.25
ENSG00000160679,52,0,44,52,3,20.244
ENSG00000243509,6,0,13,0,0,20.242
ENSG00000175854,38,0,30,21,13,20.233
ENSG00000164414,18,0,17,11,10,20.23
ENSG00000064490,29,0,30,23,14,20.224
ENSG00000072803,35,0,30,29,23,20.213
ENSG00000117640,43,0,35,35,17,20.207
ENSG00000176907,49,0,13,65,9,20.204
ENSG00000114738,16,0,27,3,8,20.203
ENSG00000115109,36,0,38,33,17,20.203
ENSG00000142945,42,0,27,28,11,20.185
ENSG00000112146,5,6,0,16,0,20.184
ENSG00000171792,29,0,27,27,13,20.184
ENSG00000128928,24,0,23,12,4,20.18
ENSG00000007080,20,0,22,16,8,20.179
ENSG00000181904,30,0,18,18,0,20.178
ENSG00000214717,0,0,0,0,0,20.174
ENSG00000241973,34,0,30,15,10,20.166
ENSG00000197102,60,0,52,21,9,20.154
ENSG00000076944,22,0,22,6,0,20.148
ENSG00000147535,27,0,24,27,13,20.141
ENSG00000248487,47,0,53,38,13,20.141
ENSG00000069345,31,0,26,31,8,20.14
ENSG00000174243,27,0,29,14,14,20.138
ENSG00000140157,29,0,29,20,7,20.132
ENSG00000130528,33,0,50,3,0,20.125
ENSG00000064726,33,0,27,13,3,20.124
ENSG00000127054,33,0,32,15,3,20.121
ENSG00000124228,29,0,30,19,9,20.114
ENSG00000166946,17,0,16,13,6,20.084
ENSG00000010017,51,0,37,41,20,20.078
ENSG00000073969,0,0,0,0,0,20.076
ENSG00000146729,18,0,28,11,7,20.075
ENSG00000152492,38,0,30,30,16,20.07
ENSG00000176014,11,6,29,0,38,20.044
ENSG00000147526,8,0,6,0,0,20.042
ENSG00000137504,24,0,25,0,20,20.016
ENSG00000122786,0,0,0,0,0,20.011
ENSG00000005187,34,0,39,0,9,20.004
ENSG00000183723,25,0,23,6,19,20.002
ENSG00000153560,53,0,37,35,11,19.992
ENSG00000164056,57,0,47,56,31,19.99
ENSG00000047932,29,5,18,20,8,19.984
ENSG00000143753,0,0,0,0,0,19.955
ENSG00000147669,34,0,24,15,13,19.955
ENSG00000156873,29,0,21,28,0,19.95
ENSG00000011275,19,0,19,14,3,19.944
ENSG00000100852,47,0,34,38,28,19.942
ENSG00000050820,59,0,71,36,4,19.941
ENSG00000169410,31,0,26,24,15,19.93
ENSG00000180530,63,0,40,50,19,19.928
ENSG00000136436,16,0,18,10,11,19.924
ENSG00000130511,46,0,59,15,3,19.923
ENSG00000125398,71,0,66,46,29,19.914
ENSG00000185475,45,0,45,28,8,19.91
ENSG00000115053,8,0,11,0,31,19.906
ENSG00000076513,55,0,36,44,11,19.892
ENSG00000258728,32,0,29,36,11,19.878
ENSG00000166507,23,0,17,11,7,19.877
ENSG00000137942,36,0,32,22,13,19.872
ENSG00000115226,36,0,33,25,13,19.871
ENSG00000114854,55,0,58,19,9,19.859
ENSG00000198715,37,0,29,33,4,19.845
ENSG00000125821,17,0,17,5,3,19.841
ENSG00000213347,37,0,33,16,0,19.841
ENSG00000213977,35,0,33,31,18,19.839
ENSG00000075618,34,0,53,0,11,19.829
ENSG00000152382,21,0,28,22,7,19.817
ENSG00000213648,0,0,0,0,0,19.804
ENSG00000135698,20,0,18,11,29,19.785
ENSG00000085719,0,0,0,0,0,19.778
ENSG00000159023,33,0,33,31,4,19.777
ENSG00000255835,25,0,17,14,10,19.776
ENSG00000018699,14,0,19,11,7,19.761
ENSG00000100418,38,0,32,39,21,19.761
ENSG00000167930,25,0,31,19,11,19.761
ENSG00000134824,31,0,27,27,17,19.759
ENSG00000123472,0,0,0,0,0,19.758
ENSG00000125503,32,0,33,16,8,19.757
ENSG00000155090,65,0,51,47,22,19.748
ENSG00000159692,41,19,51,27,6,19.745
ENSG00000171148,32,0,32,23,14,19.728
ENSG00000165782,27,0,19,15,7,19.727
ENSG00000173171,36,0,33,23,17,19.727
ENSG00000175970,23,0,22,10,8,19.695
ENSG00000205155,64,0,64,46,17,19.695
ENSG00000132383,33,0,24,21,10,19.693
ENSG00000164741,0,0,0,0,13,19.681
ENSG00000111802,39,16,25,23,14,19.68
ENSG00000100284,34,0,27,33,11,19.673
ENSG00000155304,30,0,21,22,13,19.669
ENSG00000168283,58,0,56,24,16,19.668
ENSG00000184007,10,0,14,2,0,19.668
ENSG00000148358,22,0,25,20,7,19.66
ENSG00000183513,60,0,30,29,20,19.656
ENSG00000183793,0,0,0,0,0,19.649
ENSG00000007866,38,0,41,21,37,19.642
ENSG00000165704,22,0,17,7,0,19.641
ENSG00000178026,43,0,36,22,0,19.64
ENSG00000168884,30,0,34,19,10,19.636
ENSG00000012504,44,0,23,39,0,19.634
ENSG00000167693,38,0,39,17,0,19.626
ENSG00000120008,25,8,18,11,11,19.618
ENSG00000136527,55,0,28,30,16,19.607
ENSG00000104613,30,0,22,29,3,19.601
ENSG00000156026,34,0,15,17,6,19.595
ENSG00000092871,31,0,26,24,11,19.594
ENSG00000143970,40,0,24,39,12,19.593
ENSG00000145730,21,0,25,7,21,19.591
ENSG00000033100,37,0,37,16,24,19.586
ENSG00000173473,45,0,37,37,22,19.563
ENSG00000163026,62,0,36,50,24,19.534
ENSG00000136848,0,0,0,0,72,19.533
ENSG00000151491,32,0,25,20,16,19.532
ENSG00000117054,35,0,26,33,4,19.531
ENSG00000134202,18,0,17,9,6,19.53
ENSG00000168411,29,0,26,20,5,19.527
ENSG00000015532,22,0,27,5,25,19.523
ENSG00000135945,39,0,31,23,19,19.523
ENSG00000088280,24,0,28,12,4,19.518
ENSG00000129493,36,0,22,26,16,19.518
ENSG00000116698,43,0,35,37,16,19.515
ENSG00000158806,26,0,25,32,10,19.507
ENSG00000100116,58,0,58,50,16,19.503
ENSG00000244274,19,10,22,0,14,19.497
ENSG00000162298,32,0,37,26,13,19.492
ENSG00000035403,34,0,25,22,3,19.49
ENSG00000073417,47,0,45,32,26,19.489
ENSG00000138449,23,0,23,10,18,19.487
ENSG00000110422,45,0,28,30,21,19.485
ENSG00000170425,33,0,45,10,13,19.479
ENSG00000162836,25,0,20,15,7,19.473
ENSG00000095380,32,0,29,41,5,19.465
ENSG00000057019,32,0,22,19,10,19.453
ENSG00000138434,36,0,22,24,15,19.436
ENSG00000258315,60,0,51,38,22,19.419
ENSG00000234127,0,0,0,0,0,19.416
ENSG00000011260,56,0,42,36,22,19.413
ENSG00000163110,41,0,31,44,14,19.403
ENSG00000160633,71,0,41,41,23,19.399
ENSG00000105639,28,0,27,18,0,19.397
ENSG00000113649,24,0,16,16,9,19.39
ENSG00000172586,55,0,44,33,19,19.389
ENSG00000161574,20,0,21,33,10,19.381
ENSG00000082898,47,0,36,44,21,19.372
ENSG00000177576,51,0,33,32,7,19.371
ENSG00000257315,23,0,18,15,8,19.359
ENSG00000258472,0,0,0,0,0,19.353
ENSG00000134058,24,0,23,24,16,19.34
ENSG00000001629,42,0,27,24,20,19.331
ENSG00000241258,40,0,23,35,6,19.324
ENSG00000180758,30,0,36,16,12,19.322
ENSG00000102287,39,0,44,42,12,19.319
ENSG00000138660,34,0,27,27,10,19.311
ENSG00000167515,29,0,29,8,7,19.307
ENSG00000172466,34,0,27,28,10,19.304
ENSG00000092020,31,0,28,25,17,19.293
ENSG00000148200,54,0,42,31,23,19.277
ENSG00000164331,35,0,21,23,17,19.277
ENSG00000075426,75,0,64,69,49,19.26
ENSG00000164022,72,0,37,71,23,19.234
ENSG00000185127,42,0,23,23,19,19.232
ENSG00000101452,21,0,18,16,9,19.231
ENSG00000099901,53,0,45,28,13,19.23
ENSG00000110871,61,0,53,48,11,19.23
ENSG00000148572,24,0,22,27,6,19.23
ENSG00000100603,29,0,21,20,13,19.229
ENSG00000012822,18,0,16,6,10,19.217
ENSG00000186591,46,0,41,51,21,19.212
ENSG00000163536,39,0,31,26,11,19.205
ENSG00000060339,21,0,20,20,10,19.185
ENSG00000124529,42,0,27,47,13,19.176
ENSG00000143393,32,0,24,21,11,19.17
ENSG00000127995,42,0,27,43,5,19.16
ENSG00000162066,71,0,63,51,2,19.151
ENSG00000105325,32,0,39,29,8,19.146
ENSG00000213886,0,0,0,0,0,19.144
ENSG00000167112,34,0,30,26,18,19.14
ENSG00000094914,47,0,44,28,22,19.139
ENSG00000132879,37,0,38,25,7,19.133
ENSG00000068079,31,0,17,49,7,19.127
ENSG00000151332,27,0,20,21,15,19.118
ENSG00000150459,28,0,25,21,6,19.114
ENSG00000117139,56,0,55,26,20,19.099
ENSG00000103404,36,0,32,17,26,19.097
ENSG00000169750,19,0,19,2,0,19.096
ENSG00000169599,24,0,21,18,12,19.078
ENSG00000213928,18,0,15,23,7,19.076
ENSG00000160131,31,0,21,26,3,19.06
ENSG00000136371,25,0,17,24,6,19.056
ENSG00000244115,42,0,38,21,16,19.051
ENSG00000141219,33,0,36,30,24,19.045
ENSG00000214113,35,0,31,27,17,19.04
ENSG00000161513,34,0,32,19,13,19.035
ENSG00000107185,47,0,46,41,25,19.029
ENSG00000107672,24,9,19,19,5,19.028
ENSG00000136159,22,0,17,19,10,19.025
ENSG00000259024,17,0,12,11,0,19.024
ENSG00000198816,20,0,18,8,2,19.02
ENSG00000144867,0,0,0,0,0,19.016
ENSG00000197858,57,0,57,29,21,19.012
ENSG00000007255,41,0,43,22,10,19.007
ENSG00000090621,44,0,40,31,14,18.984
ENSG00000160310,28,0,18,18,10,18.98
ENSG00000110536,26,0,19,16,7,18.973
ENSG00000102743,44,0,32,42,11,18.97
ENSG00000171566,21,0,13,17,4,18.965
ENSG00000256950,30,0,17,30,6,18.958
ENSG00000019582,19,0,23,18,9,18.956
ENSG00000181625,0,0,0,0,0,18.95
ENSG00000129103,12,0,15,33,5,18.949
ENSG00000171105,26,0,29,15,21,18.934
ENSG00000111358,28,0,22,18,13,18.927
ENSG00000125868,35,0,24,22,5,18.915
ENSG00000130810,29,0,33,13,15,18.905
ENSG00000116679,45,0,27,37,12,18.904
ENSG00000166275,37,0,28,45,3,18.898
ENSG00000117543,24,0,16,19,12,18.893
ENSG00000171729,48,4,48,41,3,18.893
ENSG00000008324,24,0,17,14,6,18.891
ENSG00000167615,47,0,38,32,23,18.891
ENSG00000084070,0,4,4,0,0,18.89
ENSG00000117859,0,0,0,0,5,18.884
ENSG00000006453,38,0,28,12,3,18.878
ENSG00000096070,31,0,28,19,8,18.873
ENSG00000144959,35,0,22,23,15,18.865
ENSG00000171298,25,0,35,10,34,18.858
ENSG00000171161,31,0,27,21,4,18.841
ENSG00000204348,0,0,0,0,0,18.839
ENSG00000123607,45,0,17,20,5,18.836
ENSG00000143977,41,0,32,30,12,18.83
ENSG00000134986,0,0,0,0,0,18.816
ENSG00000126858,28,0,19,12,12,18.791
ENSG00000131871,25,0,23,15,10,18.772
ENSG00000134452,39,0,41,27,12,18.772
ENSG00000177105,30,0,25,8,5,18.762
ENSG00000188976,40,0,45,9,9,18.756
ENSG00000185246,36,0,24,13,12,18.751
ENSG00000076248,43,0,39,23,3,18.736
ENSG00000167447,36,0,25,17,10,18.721
ENSG00000198815,40,0,26,33,23,18.72
ENSG00000108506,23,0,16,14,10,18.704
ENSG00000169062,36,0,30,25,6,18.701
ENSG00000102974,48,0,32,34,13,18.7
ENSG00000170779,44,0,34,30,9,18.699
ENSG00000155097,29,0,18,20,12,18.694
ENSG00000104081,45,0,58,35,9,18.691
ENSG00000242612,61,0,65,50,3,18.686
ENSG00000145191,28,0,25,17,14,18.684
ENSG00000196950,0,0,0,0,0,18.683
ENSG00000134375,22,0,18,16,8,18.682
ENSG00000110107,36,0,25,19,7,18.681
ENSG00000100288,0,0,22,0,5,18.675
ENSG00000075651,60,0,37,56,6,18.669
ENSG00000066651,34,0,15,31,13,18.668
ENSG00000101132,29,3,23,17,36,18.656
ENSG00000115091,48,0,27,60,10,18.654
ENSG00000114054,40,0,21,23,0,18.652
ENSG00000204070,53,0,52,33,9,18.651
ENSG00000179294,34,0,39,5,16,18.639
ENSG00000182985,57,0,49,49,23,18.638
ENSG00000006282,58,0,63,43,10,18.635
ENSG00000124641,53,0,41,32,27,18.63
ENSG00000170473,41,0,45,24,12,18.594
ENSG00000103550,31,0,30,17,21,18.593
ENSG00000168101,23,0,28,11,0,18.585
ENSG00000100344,40,0,40,30,7,18.558
ENSG00000139514,29,0,23,16,8,18.549
ENSG00000162878,58,0,53,38,53,18.544
ENSG00000163719,25,0,17,5,0,18.529
ENSG00000186635,31,0,26,24,4,18.529
ENSG00000189403,54,0,21,41,16,18.529
ENSG00000102572,47,0,32,35,9,18.522
ENSG00000120709,35,0,29,14,13,18.52
ENSG00000181513,61,0,72,49,10,18.517
ENSG00000186918,6,0,21,4,22,18.515
ENSG00000124486,62,0,44,45,2,18.509
ENSG00000119048,50,0,38,43,17,18.503
ENSG00000166822,33,0,22,18,6,18.499
ENSG00000107862,52,0,44,11,32,18.49
ENSG00000116957,29,0,21,14,6,18.49
ENSG00000188211,37,0,29,29,10,18.487
ENSG00000135974,38,0,25,37,19,18.478
ENSG00000149743,41,0,51,25,9,18.473
ENSG00000187735,42,0,25,45,11,18.465
ENSG00000124160,28,0,21,18,9,18.459
ENSG00000114767,37,0,30,26,6,18.456
ENSG00000138175,35,0,35,30,6,18.444
ENSG00000159228,13,9,11,7,0,18.43
ENSG00000160180,10,0,29,9,5,18.427
ENSG00000196187,53,0,59,43,12,18.415
ENSG00000197771,43,0,30,41,7,18.412
ENSG00000144524,40,0,34,23,12,18.411
ENSG00000136908,27,0,23,15,8,18.41
ENSG00000066136,41,0,19,30,9,18.392
ENSG00000188153,30,0,27,13,8,18.378
ENSG00000137478,45,0,35,52,14,18.375
ENSG00000205138,26,0,27,21,5,18.37
ENSG00000116237,19,0,22,11,0,18.369
ENSG00000054116,36,0,43,10,6,18.365
ENSG00000213699,28,0,29,16,9,18.361
ENSG00000082996,24,0,24,27,14,18.359
ENSG00000108510,42,0,24,23,13,18.358
ENSG00000119638,27,0,24,27,6,18.355
ENSG00000086666,37,0,26,30,7,18.352
ENSG00000057757,50,0,24,36,7,18.34
ENSG00000112983,32,0,24,26,21,18.335
ENSG00000196730,30,0,26,25,18,18.331
ENSG00000110011,64,0,79,25,11,18.305
ENSG00000139180,27,0,21,13,14,18.291
ENSG00000113716,37,0,29,35,13,18.288
ENSG00000049089,37,0,43,39,14,18.28
ENSG00000148300,50,0,47,28,16,18.277
ENSG00000100526,24,0,20,21,8,18.272
ENSG00000137038,0,47,0,0,0,18.271
ENSG00000132388,31,0,32,21,4,18.26
ENSG00000122971,23,0,20,8,4,18.243
ENSG00000122642,21,0,23,23,5,18.227
ENSG00000136444,28,0,21,17,3,18.218
ENSG00000204220,0,0,0,0,0,18.211
ENSG00000165609,46,0,34,30,26,18.204
ENSG00000140416,34,0,30,30,11,18.203
ENSG00000166575,47,0,33,44,15,18.203
ENSG00000185591,20,0,21,21,0,18.184
ENSG00000168005,37,0,31,15,0,18.171
ENSG00000175283,38,0,26,23,15,18.171
ENSG00000162601,22,0,12,13,10,18.16
ENSG00000204228,0,0,0,0,0,18.159
ENSG00000088256,55,0,56,31,8,18.157
ENSG00000140961,19,0,51,10,15,18.157
ENSG00000148730,32,0,28,19,7,18.149
ENSG00000116649,28,0,28,18,13,18.148
ENSG00000172339,36,0,18,47,10,18.144
ENSG00000171604,64,0,73,40,8,18.131
ENSG00000055483,43,0,42,31,7,18.13
ENSG00000136840,27,0,42,5,6,18.125
ENSG00000028528,64,0,47,43,34,18.097
ENSG00000128829,17,0,24,14,11,18.079
ENSG00000140093,41,0,33,69,6,18.078
ENSG00000197409,65,0,56,67,30,18.067
ENSG00000100364,48,0,46,11,0,18.058
ENSG00000139637,45,0,34,40,21,18.049
ENSG00000159147,31,0,25,27,9,18.028
ENSG00000167264,27,0,15,0,25,18.017
ENSG00000161904,26,0,24,16,18,18.004
ENSG00000258210,21,0,16,17,5,18.002
ENSG00000171634,35,0,40,10,40,17.999
ENSG00000186222,30,0,24,15,9,17.969
ENSG00000101109,34,0,22,18,14,17.959
ENSG00000130956,36,0,29,28,13,17.957
ENSG00000126107,42,0,38,27,15,17.947
ENSG00000077809,66,0,53,75,16,17.945
ENSG00000176658,20,0,21,0,3,17.94
ENSG00000164182,31,0,25,23,16,17.933
ENSG00000105612,18,17,32,0,9,17.931
ENSG00000151093,31,0,21,16,0,17.928
ENSG00000111412,36,0,26,30,11,17.925
ENSG00000258366,45,0,45,18,14,17.912
ENSG00000155189,48,0,31,34,6,17.896
ENSG00000187243,0,0,0,0,0,17.878
ENSG00000110917,57,0,39,49,8,17.87
ENSG00000104946,49,0,42,45,20,17.861
ENSG00000060688,34,0,31,20,18,17.86
ENSG00000188486,36,0,39,22,4,17.852
ENSG00000226232,0,0,0,0,0,17.852
ENSG00000102226,28,0,16,33,5,17.85
ENSG00000132780,37,0,37,20,10,17.845
ENSG00000076242,51,0,31,37,17,17.843
ENSG00000104671,34,0,33,28,18,17.841
ENSG00000070413,30,0,37,13,32,17.84
ENSG00000121774,40,0,29,27,13,17.837
ENSG00000198408,53,0,43,44,22,17.823
ENSG00000086589,27,0,16,16,15,17.822
ENSG00000117616,29,0,24,15,10,17.82
ENSG00000132207,3,0,3,0,0,17.818
ENSG00000108406,11,0,13,5,7,17.813
ENSG00000154582,55,0,47,42,20,17.811
ENSG00000107816,51,0,46,57,19,17.806
ENSG00000241399,23,0,14,6,5,17.803
ENSG00000133895,17,0,21,13,0,17.796
ENSG00000136738,42,0,25,44,17,17.794
ENSG00000138386,30,0,28,15,13,17.794
ENSG00000154545,0,0,0,0,0,17.792
ENSG00000121644,31,0,21,16,12,17.788
ENSG00000164163,31,19,26,26,19,17.783
ENSG00000073536,14,0,17,7,16,17.781
ENSG00000072310,71,0,75,82,0,17.775
ENSG00000102886,11,0,19,8,0,17.775
ENSG00000067955,36,0,29,25,13,17.77
ENSG00000169432,46,0,20,39,12,17.77
ENSG00000014824,31,0,26,22,19,17.768
ENSG00000187017,0,0,26,0,80,17.748
ENSG00000104859,28,0,20,16,12,17.737
ENSG00000132153,27,0,25,18,11,17.729
ENSG00000122257,58,0,43,33,15,17.723
ENSG00000137767,19,3,18,7,5,17.722
ENSG00000134590,13,0,17,0,3,17.721
ENSG00000183751,29,0,29,18,9,17.721
ENSG00000079819,53,0,39,42,8,17.72
ENSG00000132142,32,0,26,23,9,17.72
ENSG00000100982,30,0,30,25,15,17.713
ENSG00000055211,27,0,28,9,12,17.7
ENSG00000117748,12,0,17,8,4,17.698
ENSG00000120942,50,0,23,44,10,17.689
ENSG00000065802,39,10,35,31,16,17.686
ENSG00000178401,29,0,66,16,47,17.673
ENSG00000122557,32,0,25,21,12,17.67
ENSG00000128645,44,0,34,32,22,17.669
ENSG00000164631,49,0,32,22,8,17.661
ENSG00000106723,28,0,26,13,3,17.657
ENSG00000008513,49,0,49,36,7,17.641
ENSG00000167110,38,0,32,21,13,17.639
ENSG00000112234,35,2,19,29,9,17.635
ENSG00000157954,28,5,24,11,5,17.622
ENSG00000136231,88,0,79,87,36,17.616
ENSG00000116752,20,0,15,19,7,17.606
ENSG00000105618,25,0,28,16,12,17.599
ENSG00000205571,5,0,5,0,0,17.598
ENSG00000163320,32,0,22,18,9,17.595
ENSG00000107968,64,0,57,55,24,17.589
ENSG00000166855,39,0,32,30,9,17.587
