chr1	64091	74091	XLOC_000001	XLOC_000001	1	69091	70008	1	OR4F5	ENSG00000186092	protein_coding	69091	chr1:69090-70008	69090	70008
chr1	362640	372640	XLOC_000003	XLOC_000003	1	367640	368634	1	OR4F29	ENSG00000235249	protein_coding	367640	chr1:367658-368597	367658	368597
chr1	855260	865260	XLOC_000006	XLOC_000006	1	860260	879955	1	SAMD11	ENSG00000187634	protein_coding	860260	chr1:851135-917473	851135	917473
chr1	855260	865260	XLOC_000007	XLOC_000007	1	860260	879955	1	SAMD11	ENSG00000187634	protein_coding	860260	chr1:851135-917473	851135	917473
chr1	943803	953803	XLOC_000008	XLOC_000008	1	948803	949920	1	ISG15	ENSG00000187608	protein_coding	948803	chr1:948846-949919	948846	949919
chr1	950503	960503	XLOC_000009	XLOC_000009	1	955503	991496	1	AGRN	ENSG00000188157	protein_coding	955503	chr1:955397-991570	955397	991570
chr1	1104264	1114264	XLOC_000014	XLOC_000014	1	1109264	1133315	1	TTLL10	ENSG00000162571	protein_coding	1109264	chr1:1109285-1133313	1109285	1133313
chr1	1162411	1172411	XLOC_000015	XLOC_000015	1	1152288	1167411	-1	SDF4	ENSG00000078808	protein_coding	1167411	chr1:1152280-1175955	1152280	1175955
chr1	1177102	1187102	XLOC_000017	XLOC_000017	1	1177826	1182102	-1	FAM132A	ENSG00000184163	protein_coding	1182102	chr1:1177832-1185465	1177832	1185465
chr1	1210816	1220816	XLOC_000018	XLOC_000018	1	1215816	1227409	1	SCNN1D	ENSG00000162572	protein_coding	1215816	chr1:1209396-1227409	1209396	1227409
chr1	1239989	1249989	XLOC_000019	XLOC_000019	1	1227756	1244989	-1	ACAP3	ENSG00000131584	protein_coding	1244989	chr1:1227622-1260070	1227622	1260070
chr1	1255136	1265136	XLOC_000020	XLOC_000020	1	1260136	1264277	1	GLTPD1	ENSG00000224051	protein_coding	1260136	chr1:1260121-1265313	1260121	1265313
chr1	1261694	1271694	XLOC_000021	XLOC_000021	1	1266694	1270686	1	TAS1R3	ENSG00000169962	protein_coding	1266694	chr1:1266408-1284820	1266408	1284820
chr1	1292157	1302157	XLOC_000023	XLOC_000023	1	1288069	1297157	-1	MXRA8	ENSG00000162576	protein_coding	1297157	chr1:1286794-1298899	1286794	1298899
chr1	1329708	1339708	XLOC_000024	XLOC_000024	1	1321091	1334708	-1	CCNL2	ENSG00000221978	protein_coding	1334708	chr1:1321026-1342693	1321026	1342693
chr1	1356508	1366508	XLOC_000025	XLOC_000025	1	1361508	1363167	1	TMEM88B	ENSG00000205116	protein_coding	1361508	chr1:1361507-1363167	1361507	1363167
chr1	1365241	1375241	XLOC_000026	XLOC_000026	1	1370241	1378262	1	VWA1	ENSG00000179403	protein_coding	1370241	chr1:1363523-1381246	1363523	1381246
chr1	1380069	1390069	XLOC_000027	XLOC_000027	1	1385069	1405538	1	ATAD3C	ENSG00000215915	protein_coding	1385069	chr1:1383483-1406558	1383483	1406558
chr1	1402143	1412143	XLOC_000028	XLOC_000028	1	1407143	1433228	1	ATAD3B	ENSG00000160072	protein_coding	1407143	chr1:1406662-1433132	1406662	1433132
chr1	1442531	1452531	XLOC_000029	XLOC_000029	1	1447531	1470067	1	ATAD3A	ENSG00000197785	protein_coding	1447531	chr1:1446382-1470085	1446382	1470085
chr1	1545795	1555795	XLOC_000031	XLOC_000031	1	1550795	1565990	1	MIB2	ENSG00000197530	protein_coding	1550795	chr1:1549011-1566996	1549011	1566996
chr1	1562474	1572474	XLOC_000032	XLOC_000032	1	1567474	1570639	1	MMP23B	ENSG00000189409	protein_coding	1567474	chr1:1567559-1570030	1567559	1570030
chr1	1562474	1572474	XLOC_000033	XLOC_000033	1	1567474	1570639	1	MMP23B	ENSG00000189409	protein_coding	1567474	chr1:1570404-1678935	1570404	1678935
chr1	1562474	1572474	XLOC_000034	XLOC_000034	1	1567474	1570639	1	MMP23B	ENSG00000189409	protein_coding	1567474	chr1:1570404-1678935	1570404	1678935
chr1	1841266	1851266	XLOC_000035	XLOC_000035	1	1846266	1848735	1	CALML6	ENSG00000169885	protein_coding	1846266	chr1:1845090-1848733	1845090	1848733
chr1	1945780	1955780	XLOC_000036	XLOC_000036	1	1950780	1962192	1	GABRD	ENSG00000187730	protein_coding	1950780	chr1:1950767-1962193	1950767	1962193
chr1	1976909	1986909	XLOC_000037	XLOC_000037	1	1981909	2116834	1	PRKCZ	ENSG00000067606	protein_coding	1981909	chr1:1979949-2139172	1979949	2139172
chr1	2155134	2165134	XLOC_000038	XLOC_000038	1	2160134	2241558	1	SKI	ENSG00000157933	protein_coding	2160134	chr1:2159830-2241854	2159830	2241854
chr1	2318267	2328267	XLOC_000039	XLOC_000039	1	2323267	2336883	1	RER1	ENSG00000157916	protein_coding	2323267	chr1:2323213-2345429	2323213	2345429
chr1	2352419	2362419	XLOC_000040	XLOC_000040	1	2357419	2436969	1	PLCH2	ENSG00000149527	protein_coding	2357419	chr1:2407753-2436966	2407753	2436966
chr1	2482078	2492078	XLOC_000041	XLOC_000041	1	2487078	2496821	1	TNFRSF14	ENSG00000157873	protein_coding	2487078	chr1:2477718-2495317	2477718	2495317
chr1	2512930	2522930	XLOC_000042	XLOC_000042	1	2517930	2522908	1	FAM213B	ENSG00000157870	protein_coding	2517930	chr1:2517800-2564481	2517800	2564481
chr1	2933046	2943046	XLOC_000043	XLOC_000043	1	2938046	2939465	1	ACTRT2	ENSG00000169717	protein_coding	2938046	chr1:2938045-2939467	2938045	2939467
chr1	2980732	2990732	XLOC_000044	XLOC_000044	1	2985732	3355185	1	PRDM16	ENSG00000142611	protein_coding	2985732	chr1:2976180-3355185	2976180	3355185
chr1	2980732	2990732	XLOC_000045	XLOC_000045	1	2985732	3355185	1	PRDM16	ENSG00000142611	protein_coding	2985732	chr1:2976180-3355185	2976180	3355185
chr1	3365990	3375990	XLOC_000046	XLOC_000046	1	3370990	3397677	1	ARHGEF16	ENSG00000130762	protein_coding	3370990	chr1:3366055-3402204	3366055	3402204
chr1	3536566	3546566	XLOC_000047	XLOC_000047	1	3541566	3546691	1	TPRG1L	ENSG00000158109	protein_coding	3541566	chr1:3541555-3546694	3541555	3546694
chr1	3564325	3574325	XLOC_000048	XLOC_000048	1	3547331	3569325	-1	WRAP73	ENSG00000116213	protein_coding	3569325	chr1:3568576-3663980	3568576	3663980
chr1	3663962	3673962	XLOC_000049	XLOC_000049	1	3668962	3688209	1	CCDC27	ENSG00000162592	protein_coding	3668962	chr1:3668964-3688209	3668964	3688209
chr1	3684352	3694352	XLOC_000050	XLOC_000050	1	3689352	3692546	1	SMIM1	ENSG00000235169	protein_coding	3689352	chr1:3689228-3713200	3689228	3713200
chr1	3768845	3778845	XLOC_000051	XLOC_000051	1	3773845	3801993	1	DFFB	ENSG00000169598	protein_coding	3773845	chr1:3773844-3803258	3773844	3803258
chr1	4709792	4719792	XLOC_000054	XLOC_000054	1	4714792	4852594	1	AJAP1	ENSG00000196581	protein_coding	4714792	chr1:4715104-4843851	4715104	4843851
chr1	6047533	6057533	XLOC_000055	XLOC_000055	1	5922871	6052533	-1	NPHP4	ENSG00000131697	protein_coding	6052533	chr1:5922021-6161253	5922021	6161253
chr1	6264449	6274449	XLOC_000056	XLOC_000056	1	6241329	6269449	-1	RPL22	ENSG00000116251	protein_coding	6269449	chr1:6265650-6296076	6265650	6296076
chr1	6299252	6309252	XLOC_000058	XLOC_000058	1	6304252	6305638	1	HES3	ENSG00000173673	protein_coding	6304252	chr1:6304251-6305638	6304251	6305638
chr1	6479848	6489848	XLOC_000059	XLOC_000059	1	6484848	6521430	1	ESPN	ENSG00000187017	protein_coding	6484848	chr1:6484840-6580069	6484840	6580069
chr1	6609595	6619595	XLOC_000060	XLOC_000060	1	6581407	6614595	-1	NOL9	ENSG00000162408	protein_coding	6614595	chr1:6581279-6639817	6581279	6639817
chr1	6635061	6645061	XLOC_000061	XLOC_000061	1	6640061	6649340	1	ZBTB48	ENSG00000204859	protein_coding	6640061	chr1:6640062-6649530	6640062	6649530
chr1	6669667	6679667	XLOC_000062	XLOC_000062	1	6650784	6674667	-1	KLHL21	ENSG00000162413	protein_coding	6674667	chr1:6673755-6684093	6673755	6684093
chr1	6679926	6689926	XLOC_000063	XLOC_000063	1	6684926	6695646	1	THAP3	ENSG00000041988	protein_coding	6684926	chr1:6684722-6761966	6684722	6761966
chr1	6840384	6850384	XLOC_000064	XLOC_000064	1	6845384	7829766	1	CAMTA1	ENSG00000171735	protein_coding	6845384	chr1:6845383-7829766	6845383	7829766
