item_name,train_loss_min,train_loss_avg,train_loss_max,train_acc_min,train_acc_avg,train_acc_max,train_auc_min,train_auc_avg,train_auc_max,val_loss_min,val_loss_avg,val_loss_max,val_acc_min,val_acc_avg,val_acc_max,val_auc_min,val_auc_avg,val_auc_max,test_acc_score,test_auc_score
H3K4me3-H3K9ac-H3K27me3-H3K27ac,0.4786,0.5066,0.6767,52.84,77.9989,79.36,0.53,0.7803,0.79,0.5209,0.5285,0.6559,72.13,77.2769,77.86,0.72,0.7733,0.78,76.81,0.77
H3K4me3-H3K27ac-H3K9ac-H3K27me3,0.481,0.5077,0.6754,51.9,77.8951,79.2,0.52,0.7795,0.79,0.5203,0.5282,0.6533,73.34,77.2894,77.85,0.73,0.7739,0.78,76.81,0.77
H3K4me3-H3K27ac-H3K27me3-H3K9ac,0.4724,0.5063,0.674,70.51,78.1727,79.56,0.71,0.7817,0.8,0.5198,0.5286,0.6503,75.1,77.3607,77.99,0.75,0.7743,0.78,76.81,0.77
H3K4me3-H3K27me3-H3K9ac-H3K27ac,0.4812,0.5088,0.6769,55.56,77.9084,79.23,0.56,0.7789,0.79,0.52,0.5281,0.6564,74.0,77.1983,77.93,0.74,0.7717,0.78,76.82,0.77
H3K4me3-H3K27me3-H3K27ac-H3K9ac,0.4769,0.506,0.6801,50.48,78.0212,79.47,0.5,0.7803,0.79,0.5195,0.5286,0.662,70.91,77.2349,77.94,0.71,0.7721,0.78,76.77,0.77
H3K9ac-H3K4me3-H3K27ac-H3K27me3,0.4819,0.5096,0.6817,70.23,78.1355,79.28,0.7,0.7815,0.79,0.5204,0.53,0.6674,74.01,77.1187,77.73,0.74,0.7706,0.78,76.69,0.77
H3K9ac-H3K4me3-H3K27me3-H3K27ac,0.4782,0.506,0.6708,68.6,78.2225,79.31,0.69,0.7824,0.79,0.52,0.5276,0.6429,76.14,77.3427,77.77,0.76,0.7736,0.78,76.86,0.77
H3K9ac-H3K27ac-H3K4me3-H3K27me3,0.4821,0.5071,0.6798,49.99,77.8816,79.29,0.5,0.7793,0.79,0.5199,0.5272,0.6593,50.1,77.1273,77.8,0.5,0.7719,0.78,76.84,0.77
H3K9ac-H3K27ac-H3K27me3-H3K4me3,0.479,0.5103,0.6759,71.02,78.0988,79.44,0.71,0.7809,0.79,0.5209,0.5318,0.6574,74.88,77.1249,77.82,0.75,0.7708,0.78,76.77,0.77
H3K9ac-H3K27me3-H3K4me3-H3K27ac,0.4748,0.5054,0.6783,51.36,78.0365,79.54,0.51,0.7799,0.8,0.522,0.5317,0.6604,70.69,77.199,77.85,0.71,0.7727,0.78,76.69,0.77
H3K9ac-H3K27me3-H3K27ac-H3K4me3,0.4804,0.5085,0.6827,50.05,77.8232,79.29,0.5,0.7787,0.79,0.5202,0.5282,0.6632,71.94,77.2631,77.84,0.72,0.7735,0.78,76.65,0.77
H3K27ac-H3K4me3-H3K9ac-H3K27me3,0.4763,0.5066,0.6624,73.1,78.2809,79.46,0.73,0.7827,0.79,0.5198,0.5296,0.6371,75.88,77.3002,77.94,0.76,0.7731,0.78,76.65,0.77
H3K27ac-H3K4me3-H3K27me3-H3K9ac,0.4823,0.5092,0.6835,50.01,77.7094,79.2,0.5,0.7774,0.79,0.5199,0.5285,0.6684,49.99,77.0163,77.85,0.5,0.7703,0.78,76.77,0.77
H3K27ac-H3K9ac-H3K4me3-H3K27me3,0.4799,0.5069,0.6745,62.78,78.0529,79.25,0.63,0.781,0.79,0.5194,0.5271,0.6513,76.09,77.3177,77.82,0.76,0.7738,0.78,76.77,0.77
H3K27ac-H3K9ac-H3K27me3-H3K4me3,0.4813,0.5084,0.6856,51.63,77.8771,79.15,0.52,0.7792,0.79,0.5189,0.527,0.6723,73.3,77.3513,77.86,0.73,0.7743,0.78,76.81,0.77
H3K27ac-H3K27me3-H3K4me3-H3K9ac,0.481,0.5073,0.676,56.93,77.9955,79.11,0.57,0.7803,0.79,0.5205,0.5279,0.652,73.42,77.2489,77.73,0.73,0.7725,0.78,76.77,0.77
H3K27me3-H3K9ac-H3K27ac-H3K9me3,0.4909,0.5144,0.6844,50.01,77.4771,78.96,0.5,0.7749,0.79,0.5213,0.531,0.6705,49.99,76.7908,77.71,0.5,0.7674,0.78,76.76,0.77
H3K27me3-H3K9me3-H3K9ac-H3K27ac,0.4924,0.5136,0.6882,50.01,77.5866,78.81,0.5,0.7754,0.79,0.5201,0.5287,0.6776,49.99,77.0753,77.67,0.5,0.7721,0.78,76.76,0.77
H3K27me3-H3K9me3-H3K27ac-H3K9ac,0.4911,0.5129,0.6835,70.6,78.0397,78.97,0.71,0.7803,0.79,0.521,0.5285,0.6673,75.94,77.3645,77.76,0.76,0.7745,0.78,76.81,0.77
H3K27me3-H3K27ac-H3K9ac-H3K9me3,0.4931,0.5156,0.6857,59.22,77.8308,78.81,0.59,0.7776,0.79,0.5214,0.5302,0.6735,74.03,77.2636,77.69,0.74,0.7719,0.78,76.74,0.77
H3K27me3-H3K27ac-H3K9me3-H3K9ac,0.4927,0.5159,0.6868,50.03,77.673,78.83,0.5,0.7762,0.79,0.5206,0.53,0.6761,71.25,77.2278,77.73,0.71,0.7716,0.78,76.82,0.77
H3K4me3-H3K9ac-H3K9me3-H3K27ac-H3K27me3,0.4767,0.5053,0.6738,50.06,78.0135,79.39,0.5,0.7801,0.79,0.5203,0.5285,0.6484,71.3,77.3072,77.84,0.71,0.7729,0.78,76.88,0.77
H3K4me3-H3K9ac-H3K9me3-H3K27me3-H3K27ac,0.4836,0.5097,0.6827,66.43,78.0749,79.15,0.66,0.7811,0.79,0.5197,0.5279,0.6662,76.22,77.2869,77.82,0.76,0.7736,0.78,76.92,0.77
H3K4me3-H3K9ac-H3K27ac-H3K9me3-H3K27me3,0.4835,0.5104,0.6839,55.91,77.9524,79.08,0.56,0.7803,0.79,0.52,0.5293,0.6663,74.96,77.3285,77.84,0.75,0.7748,0.78,76.82,0.77
H3K4me3-H3K9ac-H3K27ac-H3K27me3-H3K9me3,0.4829,0.51,0.6858,50.01,77.7071,79.11,0.5,0.7771,0.79,0.5199,0.5288,0.6727,49.99,77.0674,77.9,0.5,0.772,0.78,76.74,0.77
H3K4me3-H3K9ac-H3K27me3-H3K9me3-H3K27ac,0.484,0.5105,0.6859,50.01,77.7056,79.12,0.5,0.7778,0.79,0.519,0.528,0.6725,49.99,77.0551,77.85,0.5,0.7716,0.78,76.77,0.77
H3K4me3-H3K9ac-H3K27me3-H3K27ac-H3K9me3,0.4846,0.5119,0.6832,63.74,77.9938,79.0,0.64,0.7801,0.79,0.5185,0.5292,0.6702,76.09,77.3115,77.78,0.76,0.7742,0.78,76.78,0.77
H3K4me3-H3K9me3-H3K9ac-H3K27ac-H3K27me3,0.4821,0.5112,0.6831,50.02,77.655,79.08,0.5,0.7764,0.79,0.5194,0.5298,0.6697,49.99,77.0484,77.89,0.5,0.7718,0.78,76.99,0.77
H3K4me3-H3K9me3-H3K9ac-H3K27me3-H3K27ac,0.48,0.5092,0.6837,51.93,77.8943,79.28,0.52,0.7791,0.79,0.5195,0.529,0.6679,73.54,77.3398,77.99,0.74,0.7745,0.78,76.88,0.77
H3K4me3-H3K9me3-H3K27ac-H3K9ac-H3K27me3,0.4833,0.5123,0.6872,50.01,77.4984,78.93,0.5,0.7752,0.79,0.519,0.5305,0.6787,49.99,76.973,77.84,0.5,0.7709,0.78,76.86,0.77
H3K4me3-H3K9me3-H3K27ac-H3K27me3-H3K9ac,0.4858,0.5126,0.6836,62.63,77.929,79.0,0.63,0.7802,0.79,0.5197,0.5296,0.6715,76.25,77.2285,77.85,0.76,0.7717,0.78,76.86,0.77
H3K4me3-H3K9me3-H3K27me3-H3K9ac-H3K27ac,0.4832,0.5094,0.6798,67.67,78.037,79.08,0.68,0.7809,0.79,0.5194,0.5275,0.6624,76.18,77.3228,77.89,0.76,0.7732,0.78,76.89,0.77
H3K4me3-H3K9me3-H3K27me3-H3K27ac-H3K9ac,0.4805,0.5111,0.6762,71.66,78.0328,79.16,0.72,0.7802,0.79,0.5206,0.5317,0.6595,73.28,77.1273,77.86,0.73,0.7709,0.78,76.65,0.77
H3K4me3-H3K27ac-H3K9ac-H3K9me3-H3K27me3,0.4818,0.5108,0.6857,67.94,78.0682,79.2,0.68,0.7808,0.79,0.5193,0.5293,0.6725,75.99,77.3089,77.86,0.76,0.774,0.78,76.85,0.77
H3K4me3-H3K27ac-H3K9ac-H3K27me3-H3K9me3,0.4839,0.51,0.6796,70.93,78.1115,79.08,0.71,0.7813,0.79,0.52,0.5287,0.6622,75.04,77.3606,77.78,0.75,0.7748,0.78,76.93,0.77
H3K4me3-H3K27ac-H3K9me3-H3K9ac-H3K27me3,0.4808,0.5077,0.6726,69.89,78.1856,79.35,0.7,0.7823,0.79,0.5206,0.5286,0.6489,76.07,77.3798,77.8,0.76,0.7753,0.78,76.86,0.77
H3K4me3-H3K27ac-H3K9me3-H3K27me3-H3K9ac,0.4854,0.5115,0.6858,53.68,77.8882,79.06,0.54,0.7793,0.79,0.5192,0.5284,0.6735,75.04,77.3582,77.88,0.75,0.7747,0.78,76.89,0.77
H3K4me3-H3K27ac-H3K27me3-H3K9ac-H3K9me3,0.4799,0.5074,0.6741,50.01,77.8319,79.21,0.5,0.7785,0.79,0.5202,0.528,0.6503,69.99,77.2574,77.81,0.7,0.7731,0.78,76.84,0.77
H3K4me3-H3K27ac-H3K27me3-H3K9me3-H3K9ac,0.4821,0.511,0.6828,62.12,77.9981,79.13,0.62,0.7803,0.79,0.5193,0.5299,0.6679,76.16,77.3972,77.92,0.76,0.7749,0.78,76.84,0.77
H3K4me3-H3K27me3-H3K9ac-H3K9me3-H3K27ac,0.4829,0.5104,0.6754,55.2,77.8803,79.16,0.55,0.7791,0.79,0.5198,0.5289,0.6572,74.2,77.3298,77.88,0.74,0.7747,0.78,76.84,0.77
H3K4me3-H3K27me3-H3K9ac-H3K27ac-H3K9me3,0.4854,0.5095,0.6821,51.7,77.8608,78.9,0.52,0.7792,0.79,0.5196,0.5267,0.6647,74.45,77.3498,77.8,0.74,0.7742,0.78,76.78,0.77
H3K4me3-H3K27me3-H3K9me3-H3K9ac-H3K27ac,0.4801,0.5074,0.6813,50.01,77.7791,79.28,0.5,0.7782,0.79,0.5194,0.5281,0.6646,49.99,77.1798,77.85,0.5,0.7734,0.78,76.92,0.77
H3K4me3-H3K27me3-H3K9me3-H3K27ac-H3K9ac,0.4851,0.5118,0.6801,71.25,78.0386,78.96,0.71,0.781,0.79,0.5202,0.5293,0.664,75.22,77.1617,77.73,0.75,0.7705,0.78,76.77,0.77
H3K4me3-H3K27me3-H3K27ac-H3K9ac-H3K9me3,0.4803,0.5077,0.6749,72.48,78.1666,79.2,0.72,0.7816,0.79,0.5202,0.5287,0.6552,75.32,77.2467,77.85,0.75,0.7718,0.78,76.84,0.77
H3K4me3-H3K27me3-H3K27ac-H3K9me3-H3K9ac,0.486,0.5123,0.6859,62.97,77.9464,79.05,0.63,0.7795,0.79,0.5189,0.5287,0.6759,76.43,77.3742,77.85,0.76,0.7747,0.78,76.96,0.77
H3K9ac-H3K4me3-H3K9me3-H3K27ac-H3K27me3,0.4833,0.5111,0.6882,50.02,77.6837,79.09,0.5,0.7774,0.79,0.5186,0.5285,0.678,49.99,77.1011,77.86,0.5,0.7717,0.78,76.78,0.77
H3K9ac-H3K4me3-H3K9me3-H3K27me3-H3K27ac,0.4907,0.5138,0.6854,50.01,77.5675,78.73,0.5,0.776,0.79,0.5192,0.5281,0.6723,49.99,77.0489,77.77,0.5,0.7708,0.78,76.96,0.77
H3K9ac-H3K4me3-H3K27ac-H3K9me3-H3K27me3,0.4864,0.5109,0.6841,67.82,78.0391,78.96,0.68,0.7815,0.79,0.5197,0.5283,0.6683,75.68,77.1953,77.81,0.76,0.7709,0.78,76.89,0.77
H3K9ac-H3K4me3-H3K27ac-H3K27me3-H3K9me3,0.4807,0.5083,0.6787,66.12,78.1654,79.25,0.66,0.7819,0.79,0.5192,0.5285,0.6598,76.03,77.3315,78.0,0.76,0.7732,0.78,76.88,0.77
H3K9ac-H3K4me3-H3K27me3-H3K9me3-H3K27ac,0.4871,0.5112,0.6828,70.28,78.0297,78.89,0.7,0.7805,0.79,0.5184,0.5269,0.6683,76.41,77.3835,77.84,0.76,0.7746,0.78,76.86,0.77
H3K9ac-H3K4me3-H3K27me3-H3K27ac-H3K9me3,0.4844,0.5091,0.6791,70.59,78.0798,79.04,0.71,0.7813,0.79,0.5193,0.5273,0.6581,75.78,77.3321,77.85,0.76,0.7733,0.78,77.0,0.77
H3K9ac-H3K9me3-H3K4me3-H3K27ac-H3K27me3,0.4836,0.5095,0.6813,60.7,78.0058,79.16,0.61,0.7804,0.79,0.5192,0.5278,0.6657,75.0,77.3476,77.9,0.75,0.7744,0.78,76.81,0.77
H3K9ac-H3K9me3-H3K4me3-H3K27me3-H3K27ac,0.4732,0.5046,0.6759,49.97,77.986,79.34,0.5,0.7793,0.79,0.5204,0.5292,0.6528,49.99,77.041,77.84,0.5,0.7708,0.78,76.89,0.77
H3K9ac-H3K9me3-H3K27ac-H3K4me3-H3K27me3,0.4825,0.5083,0.6778,69.64,78.0128,79.08,0.7,0.7814,0.79,0.5201,0.5284,0.655,75.11,77.2373,77.8,0.75,0.7727,0.78,76.7,0.77
H3K9ac-H3K9me3-H3K27ac-H3K27me3-H3K4me3,0.4832,0.5076,0.6771,70.78,78.2127,79.15,0.71,0.7824,0.79,0.519,0.5257,0.6526,76.43,77.4559,77.8,0.76,0.7764,0.78,76.82,0.77
H3K9ac-H3K9me3-H3K27me3-H3K4me3-H3K27ac,0.4817,0.5098,0.6866,50.01,77.6664,79.23,0.5,0.7768,0.79,0.5195,0.5294,0.6738,49.99,76.9901,77.99,0.5,0.77,0.78,76.7,0.77
H3K9ac-H3K9me3-H3K27me3-H3K27ac-H3K4me3,0.4855,0.5112,0.6807,60.12,77.9794,78.92,0.6,0.7805,0.79,0.5191,0.5281,0.6644,76.02,77.422,77.88,0.76,0.7756,0.78,76.82,0.77
H3K9ac-H3K27ac-H3K4me3-H3K9me3-H3K27me3,0.4848,0.5099,0.6795,62.18,77.9924,78.93,0.62,0.7801,0.79,0.5194,0.5276,0.6601,75.91,77.3209,77.86,0.76,0.7739,0.78,76.96,0.77
H3K9ac-H3K27ac-H3K4me3-H3K27me3-H3K9me3,0.4813,0.5096,0.6779,73.36,78.1204,79.17,0.73,0.7811,0.79,0.5203,0.5298,0.6612,74.85,77.2272,77.9,0.75,0.7725,0.78,76.78,0.77
H3K9ac-H3K27ac-H3K9me3-H3K4me3-H3K27me3,0.4812,0.5069,0.6771,67.36,78.1769,79.39,0.67,0.7819,0.79,0.5192,0.5268,0.654,76.16,77.3473,77.82,0.76,0.7736,0.78,76.92,0.77
H3K9ac-H3K27ac-H3K9me3-H3K27me3-H3K4me3,0.4826,0.5113,0.678,66.59,78.0429,79.09,0.67,0.7809,0.79,0.5194,0.5292,0.6607,76.07,77.2832,77.86,0.76,0.7744,0.78,76.78,0.77
H3K9ac-H3K27ac-H3K27me3-H3K4me3-H3K9me3,0.4823,0.5103,0.6871,50.01,77.5915,79.17,0.5,0.7764,0.79,0.5205,0.5295,0.6733,49.99,76.7514,77.8,0.5,0.7683,0.78,76.81,0.77
H3K9ac-H3K27ac-H3K27me3-H3K9me3-H3K4me3,0.4879,0.513,0.6873,50.01,77.5001,78.85,0.5,0.7756,0.79,0.5192,0.5289,0.6772,49.99,77.0234,77.81,0.5,0.7702,0.78,76.78,0.77
H3K9ac-H3K27me3-H3K4me3-H3K9me3-H3K27ac,0.4826,0.5088,0.6744,71.39,78.1576,79.09,0.71,0.7819,0.79,0.5206,0.5283,0.6509,76.36,77.2937,77.76,0.76,0.7717,0.78,76.89,0.77
H3K9ac-H3K27me3-H3K4me3-H3K27ac-H3K9me3,0.4848,0.513,0.6844,58.41,77.7958,79.01,0.58,0.7782,0.79,0.5197,0.5304,0.6719,71.78,77.199,77.78,0.72,0.7727,0.78,76.96,0.77
H3K9ac-H3K27me3-H3K9me3-H3K4me3-H3K27ac,0.4851,0.5134,0.6875,65.04,77.9948,79.05,0.65,0.7806,0.79,0.5197,0.531,0.6763,75.56,77.2584,77.8,0.76,0.774,0.78,76.89,0.77
H3K9ac-H3K27me3-H3K9me3-H3K27ac-H3K4me3,0.4808,0.5084,0.6825,69.63,78.1205,79.21,0.7,0.7817,0.79,0.5197,0.5285,0.6668,76.03,77.3176,77.85,0.76,0.7732,0.78,76.73,0.77
H3K9ac-H3K27me3-H3K27ac-H3K4me3-H3K9me3,0.4839,0.5075,0.684,50.01,77.8818,79.13,0.5,0.7792,0.79,0.5187,0.5257,0.666,49.99,77.1098,77.76,0.5,0.7719,0.78,77.01,0.77
H3K9ac-H3K27me3-H3K27ac-H3K9me3-H3K4me3,0.4854,0.509,0.6724,66.6,78.007,78.9,0.67,0.7809,0.79,0.5187,0.5261,0.6484,75.65,77.3729,77.86,0.76,0.7741,0.78,77.03,0.77
H3K9me3-H3K4me3-H3K9ac-H3K27ac-H3K27me3,0.4815,0.5106,0.6865,60.24,77.9782,79.29,0.6,0.78,0.79,0.5191,0.5287,0.6761,75.25,77.3039,77.82,0.75,0.7734,0.78,76.85,0.77
H3K9me3-H3K4me3-H3K9ac-H3K27me3-H3K27ac,0.4872,0.5132,0.6886,50.01,77.5209,78.83,0.5,0.776,0.79,0.5182,0.5292,0.6802,49.99,76.9796,77.81,0.5,0.7701,0.78,76.82,0.77
H3K9me3-H3K4me3-H3K27ac-H3K9ac-H3K27me3,0.4793,0.5084,0.6713,70.87,78.1552,79.2,0.71,0.7818,0.79,0.5209,0.53,0.6499,74.76,77.2951,77.88,0.75,0.7732,0.78,76.85,0.77
H3K9me3-H3K4me3-H3K27ac-H3K27me3-H3K9ac,0.4797,0.5099,0.6818,49.83,77.7446,79.25,0.5,0.7775,0.79,0.5197,0.53,0.6657,49.95,76.9422,77.89,0.5,0.7692,0.78,76.77,0.77
H3K9me3-H3K4me3-H3K27me3-H3K9ac-H3K27ac,0.4837,0.509,0.6787,53.32,77.9127,79.0,0.53,0.7792,0.79,0.5193,0.527,0.6603,73.86,77.2779,77.8,0.74,0.7725,0.78,77.0,0.77
H3K9me3-H3K4me3-H3K27me3-H3K27ac-H3K9ac,0.4807,0.5078,0.6772,71.4,78.1813,79.25,0.71,0.7817,0.79,0.5193,0.5273,0.6547,74.72,77.4474,77.89,0.75,0.776,0.78,77.05,0.77
H3K9me3-H3K9ac-H3K4me3-H3K27ac-H3K27me3,0.4787,0.507,0.6782,50.01,77.911,79.29,0.5,0.779,0.79,0.5192,0.5276,0.6575,49.99,77.136,77.84,0.5,0.773,0.78,76.88,0.77
H3K9me3-H3K9ac-H3K4me3-H3K27me3-H3K27ac,0.4762,0.5059,0.6773,70.93,78.2132,79.27,0.71,0.7819,0.79,0.5196,0.5281,0.6582,75.34,77.3407,77.96,0.75,0.7734,0.78,76.71,0.77
H3K9me3-H3K9ac-H3K27ac-H3K4me3-H3K27me3,0.4782,0.5081,0.6844,50.01,77.7752,79.28,0.5,0.778,0.79,0.5192,0.5283,0.6712,49.99,77.1019,77.9,0.5,0.7726,0.78,76.7,0.77
H3K9me3-H3K9ac-H3K27ac-H3K27me3-H3K4me3,0.4811,0.5081,0.6768,67.39,78.0759,79.09,0.67,0.7809,0.79,0.5199,0.5275,0.6553,74.68,77.3447,77.88,0.75,0.7738,0.78,76.88,0.77
H3K9me3-H3K9ac-H3K27me3-H3K4me3-H3K27ac,0.4823,0.5107,0.6829,65.56,78.0701,79.04,0.66,0.7811,0.79,0.5196,0.5292,0.6689,76.39,77.3394,77.85,0.76,0.7744,0.78,76.84,0.77
H3K9me3-H3K9ac-H3K27me3-H3K27ac-H3K4me3,0.4817,0.509,0.6811,64.95,78.0848,79.09,0.65,0.7811,0.79,0.5199,0.5279,0.6598,76.14,77.3658,77.9,0.76,0.7747,0.78,77.01,0.77
H3K9me3-H3K27ac-H3K4me3-H3K9ac-H3K27me3,0.4818,0.5089,0.6778,68.21,78.075,79.2,0.68,0.7811,0.79,0.5194,0.5288,0.6587,75.9,77.2413,77.9,0.76,0.7719,0.78,76.76,0.77
H3K9me3-H3K27ac-H3K4me3-H3K27me3-H3K9ac,0.484,0.5103,0.681,70.39,78.0296,78.98,0.7,0.7804,0.79,0.5194,0.5278,0.663,75.63,77.3283,77.89,0.76,0.7738,0.78,76.93,0.77
H3K9me3-H3K27ac-H3K9ac-H3K4me3-H3K27me3,0.482,0.5117,0.6822,66.35,77.9922,79.01,0.66,0.7802,0.79,0.5201,0.5307,0.6698,76.05,77.2291,77.81,0.76,0.7721,0.78,76.86,0.77
H3K9me3-H3K27ac-H3K9ac-H3K27me3-H3K4me3,0.4847,0.5119,0.6816,51.33,77.781,79.09,0.51,0.7781,0.79,0.5197,0.5297,0.6683,50.63,77.0214,77.82,0.51,0.7707,0.78,76.81,0.77
H3K9me3-H3K27ac-H3K27me3-H3K4me3-H3K9ac,0.4853,0.5125,0.6839,50.71,77.7613,79.08,0.51,0.7783,0.79,0.5188,0.5291,0.673,72.5,77.2155,77.88,0.72,0.7719,0.78,76.81,0.77
H3K9me3-H3K27ac-H3K27me3-H3K9ac-H3K4me3,0.4838,0.5112,0.6849,51.79,77.7638,78.96,0.52,0.778,0.79,0.5185,0.5287,0.6739,72.36,77.2884,77.85,0.72,0.7736,0.78,76.86,0.77
H3K9me3-H3K27me3-H3K4me3-H3K9ac-H3K27ac,0.4843,0.5088,0.6824,50.01,77.7944,79.04,0.5,0.7785,0.79,0.5191,0.5265,0.6655,49.99,77.0816,77.77,0.5,0.7718,0.78,76.78,0.77
H3K9me3-H3K27me3-H3K4me3-H3K27ac-H3K9ac,0.4848,0.5097,0.6838,69.77,78.0879,79.08,0.7,0.7818,0.79,0.5187,0.5268,0.668,76.06,77.3075,77.81,0.76,0.7729,0.78,76.86,0.77
H3K9me3-H3K27me3-H3K9ac-H3K4me3-H3K27ac,0.478,0.5071,0.6744,72.7,78.176,79.39,0.73,0.7817,0.79,0.5205,0.5295,0.6529,73.91,77.2806,77.99,0.74,0.7729,0.78,76.84,0.77
H3K9me3-H3K27me3-H3K9ac-H3K27ac-H3K4me3,0.4816,0.5083,0.6814,60.97,78.0551,79.21,0.61,0.7808,0.79,0.5189,0.5272,0.6613,76.44,77.4211,77.93,0.76,0.7754,0.78,76.84,0.77
H3K9me3-H3K27me3-H3K27ac-H3K4me3-H3K9ac,0.4788,0.5069,0.6717,72.0,78.2695,79.31,0.72,0.7826,0.79,0.5201,0.5288,0.648,74.52,77.2953,77.9,0.75,0.7732,0.78,76.78,0.77
H3K9me3-H3K27me3-H3K27ac-H3K9ac-H3K4me3,0.4825,0.5076,0.6778,70.94,78.204,79.15,0.71,0.7821,0.79,0.5193,0.527,0.6553,76.29,77.4017,77.82,0.76,0.7753,0.78,76.84,0.77
H3K27ac-H3K4me3-H3K9ac-H3K9me3-H3K27me3,0.4855,0.5093,0.6769,54.17,77.8899,78.97,0.54,0.7793,0.79,0.5193,0.5274,0.6583,74.35,77.2557,77.81,0.74,0.7718,0.78,76.84,0.77
H3K27ac-H3K4me3-H3K9ac-H3K27me3-H3K9me3,0.4823,0.5098,0.6801,68.18,78.0698,79.09,0.68,0.781,0.79,0.5203,0.5294,0.6604,75.15,77.269,77.85,0.75,0.7723,0.78,77.04,0.77
H3K27ac-H3K4me3-H3K9me3-H3K9ac-H3K27me3,0.4808,0.5086,0.6743,63.12,78.0566,79.06,0.63,0.7808,0.79,0.5201,0.5282,0.6505,74.5,77.295,77.86,0.75,0.7737,0.78,76.82,0.77
H3K27ac-H3K4me3-H3K9me3-H3K27me3-H3K9ac,0.4818,0.5098,0.6818,70.98,78.0236,79.05,0.71,0.7807,0.79,0.521,0.53,0.6655,75.18,77.0847,77.82,0.75,0.7698,0.78,76.77,0.77
H3K27ac-H3K4me3-H3K27me3-H3K9ac-H3K9me3,0.4802,0.5057,0.6744,58.08,78.0336,79.2,0.58,0.7807,0.79,0.5196,0.5264,0.6487,75.25,77.3477,77.9,0.75,0.7734,0.78,76.93,0.77
H3K27ac-H3K4me3-H3K27me3-H3K9me3-H3K9ac,0.4817,0.508,0.6801,71.4,78.1724,79.17,0.71,0.7823,0.79,0.5185,0.5268,0.6641,76.03,77.3616,77.88,0.76,0.775,0.78,76.77,0.77
H3K27ac-H3K9ac-H3K4me3-H3K9me3-H3K27me3,0.4851,0.5104,0.6795,70.6,78.0818,78.96,0.71,0.7811,0.79,0.5196,0.528,0.6629,76.24,77.3344,77.82,0.76,0.7749,0.78,76.86,0.77
H3K27ac-H3K9ac-H3K4me3-H3K27me3-H3K9me3,0.4833,0.5108,0.6766,50.01,77.6944,79.2,0.5,0.7772,0.79,0.5196,0.5298,0.6578,49.99,77.0493,77.97,0.5,0.7708,0.78,76.9,0.77
H3K27ac-H3K9ac-H3K9me3-H3K4me3-H3K27me3,0.484,0.5101,0.6812,51.95,77.8425,79.05,0.52,0.7788,0.79,0.5199,0.5282,0.6661,70.95,77.1824,77.81,0.71,0.7704,0.78,76.86,0.77
H3K27ac-H3K9ac-H3K9me3-H3K27me3-H3K4me3,0.4804,0.5087,0.6787,51.44,77.9763,79.39,0.51,0.7798,0.79,0.5198,0.529,0.6631,70.91,77.3381,77.85,0.71,0.7749,0.78,76.88,0.77
H3K27ac-H3K9ac-H3K27me3-H3K4me3-H3K9me3,0.4812,0.5062,0.6807,59.4,78.0804,79.2,0.59,0.7811,0.79,0.5186,0.5253,0.6598,75.1,77.4082,77.86,0.75,0.7747,0.78,76.78,0.77
H3K27ac-H3K9ac-H3K27me3-H3K9me3-H3K4me3,0.4825,0.5096,0.6867,50.01,77.7537,79.16,0.5,0.778,0.79,0.519,0.5279,0.674,49.99,77.0912,77.82,0.5,0.7718,0.78,76.67,0.77
H3K27ac-H3K9me3-H3K4me3-H3K9ac-H3K27me3,0.4839,0.5099,0.6779,70.62,78.0913,79.16,0.71,0.7815,0.79,0.5203,0.5292,0.6587,76.1,77.2469,77.8,0.76,0.7721,0.78,76.8,0.77
H3K27ac-H3K9me3-H3K4me3-H3K27me3-H3K9ac,0.4802,0.5077,0.6761,59.09,78.0009,79.13,0.59,0.7804,0.79,0.5206,0.5284,0.6531,75.06,77.2314,77.86,0.75,0.7724,0.78,76.65,0.77
H3K27ac-H3K9me3-H3K9ac-H3K4me3-H3K27me3,0.4825,0.5104,0.6821,68.5,78.0958,79.25,0.68,0.781,0.79,0.5197,0.5301,0.6677,76.32,77.2561,77.74,0.76,0.7725,0.78,76.81,0.77
H3K27ac-H3K9me3-H3K9ac-H3K27me3-H3K4me3,0.4865,0.514,0.6873,50.01,77.5205,79.01,0.5,0.7756,0.79,0.5195,0.5307,0.6788,49.99,76.888,77.78,0.5,0.768,0.78,76.69,0.77
H3K27ac-H3K9me3-H3K27me3-H3K4me3-H3K9ac,0.4829,0.5098,0.6819,68.56,78.0565,79.17,0.69,0.7812,0.79,0.5193,0.5285,0.6666,74.94,77.2531,77.81,0.75,0.7725,0.78,76.69,0.77
H3K27ac-H3K9me3-H3K27me3-H3K9ac-H3K4me3,0.4846,0.5111,0.6842,50.01,77.7208,78.96,0.5,0.7778,0.79,0.519,0.528,0.6722,49.99,77.0875,77.8,0.5,0.7717,0.78,76.78,0.77
H3K27ac-H3K27me3-H3K4me3-H3K9ac-H3K9me3,0.4826,0.5097,0.6799,69.13,78.09,79.09,0.69,0.7807,0.79,0.52,0.5288,0.6628,76.4,77.2523,77.76,0.76,0.7712,0.78,77.01,0.77
