gene_id,H3K9ac_wc,H3K9me3_wc,H3K4me3_wc,H3K27ac_wc,H3K27me3_wc,E066
ENSG00000006652,0,0,0,24,0,4.694
ENSG00000006659,0,5,0,0,91,0.0
ENSG00000006695,43,5,48,32,0,6.415
ENSG00000006704,36,0,32,38,0,1.58
ENSG00000006712,71,0,46,89,0,39.005
ENSG00000006715,30,0,12,0,0,6.189
ENSG00000006740,0,5,21,9,24,0.428
ENSG00000006744,63,0,30,19,0,10.048
ENSG00000006747,0,7,11,0,64,0.027
ENSG00000006756,30,21,26,52,0,34.776
ENSG00000006757,51,0,27,21,0,25.966
ENSG00000006788,0,9,0,0,57,0.004
ENSG00000006831,62,0,35,41,0,37.713
ENSG00000006837,69,0,63,46,0,3.847
ENSG00000007001,90,0,75,100,0,7.974
ENSG00000007038,0,0,0,0,5,0.222
ENSG00000007047,56,0,44,50,0,3.868
ENSG00000007062,29,48,25,19,81,0.936
ENSG00000007080,37,0,24,16,0,47.795
ENSG00000007129,83,0,38,91,0,0.228
ENSG00000007168,64,0,38,43,0,21.842
ENSG00000007171,2,0,4,12,0,0.045
ENSG00000007174,0,33,17,16,93,0.004
ENSG00000007202,53,0,44,81,0,7.459
ENSG00000007216,0,0,0,0,0,2.157
ENSG00000007237,0,58,21,0,71,0.74
ENSG00000007255,62,0,33,36,0,68.891
ENSG00000007264,0,7,0,0,27,1.379
ENSG00000007306,0,0,8,0,85,0.0
ENSG00000007312,29,0,25,32,0,4.496
ENSG00000007314,13,0,0,0,0,0.093
ENSG00000007341,89,0,66,56,0,2.409
ENSG00000007350,0,30,0,0,0,0.139
ENSG00000007372,10,31,46,0,100,0.013
ENSG00000007376,15,0,27,10,0,4.729
ENSG00000007384,66,0,50,100,0,1.417
ENSG00000007392,61,0,31,34,0,4.49
ENSG00000007402,0,0,0,9,19,0.207
ENSG00000007516,22,16,40,27,55,2.385
ENSG00000007520,20,0,34,10,0,44.073
ENSG00000007541,17,0,39,53,0,4.502
ENSG00000007545,83,0,62,68,0,1.445
ENSG00000007866,69,0,47,52,0,5.72
ENSG00000007908,44,9,61,42,0,1.032
ENSG00000007923,40,0,26,28,2,11.329
ENSG00000007933,72,0,98,96,0,211.762
ENSG00000007944,58,0,41,46,0,4.253
ENSG00000007952,0,0,0,0,12,0.0
ENSG00000007968,0,0,15,0,0,0.103
ENSG00000008018,72,0,68,59,0,140.305
ENSG00000008056,0,21,5,0,0,0.602
ENSG00000008083,86,0,72,85,0,2.102
ENSG00000008086,36,0,32,24,0,0.087
ENSG00000008118,18,3,0,0,55,0.434
ENSG00000008128,15,0,23,18,0,11.893
ENSG00000008130,75,0,67,84,0,20.06
ENSG00000008196,20,0,32,0,70,0.0
ENSG00000008197,0,39,0,0,94,0.0
ENSG00000008226,0,0,12,0,0,0.055
ENSG00000008256,48,0,26,28,0,1.657
ENSG00000008277,15,0,28,0,20,0.059
ENSG00000008282,52,0,55,51,0,41.578
ENSG00000008283,45,0,39,32,0,3.574
ENSG00000008294,88,0,61,90,0,10.093
ENSG00000008300,0,33,16,0,55,0.04
ENSG00000008311,47,0,48,33,0,20.562
ENSG00000008323,15,0,13,38,0,0.315
