chr1	67091	71091	XLOC_000001	XLOC_000001	1	69091	70008	1	OR4F5	ENSG00000186092	protein_coding	69091	chr1:69090-70008	69090	70008
chr1	365640	369640	XLOC_000003	XLOC_000003	1	367640	368634	1	OR4F29	ENSG00000235249	protein_coding	367640	chr1:367658-368597	367658	368597
chr1	858260	862260	XLOC_000006	XLOC_000006	1	860260	879955	1	SAMD11	ENSG00000187634	protein_coding	860260	chr1:851135-917473	851135	917473
chr1	858260	862260	XLOC_000007	XLOC_000007	1	860260	879955	1	SAMD11	ENSG00000187634	protein_coding	860260	chr1:851135-917473	851135	917473
chr1	946803	950803	XLOC_000008	XLOC_000008	1	948803	949920	1	ISG15	ENSG00000187608	protein_coding	948803	chr1:948846-949919	948846	949919
chr1	953503	957503	XLOC_000009	XLOC_000009	1	955503	991496	1	AGRN	ENSG00000188157	protein_coding	955503	chr1:955397-991570	955397	991570
chr1	1107264	1111264	XLOC_000014	XLOC_000014	1	1109264	1133315	1	TTLL10	ENSG00000162571	protein_coding	1109264	chr1:1109285-1133313	1109285	1133313
chr1	1165411	1169411	XLOC_000015	XLOC_000015	1	1152288	1167411	-1	SDF4	ENSG00000078808	protein_coding	1167411	chr1:1152280-1175955	1152280	1175955
chr1	1180102	1184102	XLOC_000017	XLOC_000017	1	1177826	1182102	-1	FAM132A	ENSG00000184163	protein_coding	1182102	chr1:1177832-1185465	1177832	1185465
chr1	1213816	1217816	XLOC_000018	XLOC_000018	1	1215816	1227409	1	SCNN1D	ENSG00000162572	protein_coding	1215816	chr1:1209396-1227409	1209396	1227409
chr1	1242989	1246989	XLOC_000019	XLOC_000019	1	1227756	1244989	-1	ACAP3	ENSG00000131584	protein_coding	1244989	chr1:1227622-1260070	1227622	1260070
chr1	1258136	1262136	XLOC_000020	XLOC_000020	1	1260136	1264277	1	GLTPD1	ENSG00000224051	protein_coding	1260136	chr1:1260121-1265313	1260121	1265313
chr1	1264694	1268694	XLOC_000021	XLOC_000021	1	1266694	1270686	1	TAS1R3	ENSG00000169962	protein_coding	1266694	chr1:1266408-1284820	1266408	1284820
chr1	1295157	1299157	XLOC_000023	XLOC_000023	1	1288069	1297157	-1	MXRA8	ENSG00000162576	protein_coding	1297157	chr1:1286794-1298899	1286794	1298899
chr1	1332708	1336708	XLOC_000024	XLOC_000024	1	1321091	1334708	-1	CCNL2	ENSG00000221978	protein_coding	1334708	chr1:1321026-1342693	1321026	1342693
chr1	1359508	1363508	XLOC_000025	XLOC_000025	1	1361508	1363167	1	TMEM88B	ENSG00000205116	protein_coding	1361508	chr1:1361507-1363167	1361507	1363167
chr1	1368241	1372241	XLOC_000026	XLOC_000026	1	1370241	1378262	1	VWA1	ENSG00000179403	protein_coding	1370241	chr1:1363523-1381246	1363523	1381246
chr1	1383069	1387069	XLOC_000027	XLOC_000027	1	1385069	1405538	1	ATAD3C	ENSG00000215915	protein_coding	1385069	chr1:1383483-1406558	1383483	1406558
chr1	1405143	1409143	XLOC_000028	XLOC_000028	1	1407143	1433228	1	ATAD3B	ENSG00000160072	protein_coding	1407143	chr1:1406662-1433132	1406662	1433132
chr1	1445531	1449531	XLOC_000029	XLOC_000029	1	1447531	1470067	1	ATAD3A	ENSG00000197785	protein_coding	1447531	chr1:1446382-1470085	1446382	1470085
chr1	1548795	1552795	XLOC_000031	XLOC_000031	1	1550795	1565990	1	MIB2	ENSG00000197530	protein_coding	1550795	chr1:1549011-1566996	1549011	1566996
chr1	1565474	1569474	XLOC_000032	XLOC_000032	1	1567474	1570639	1	MMP23B	ENSG00000189409	protein_coding	1567474	chr1:1567559-1570030	1567559	1570030
chr1	1565474	1569474	XLOC_000033	XLOC_000033	1	1567474	1570639	1	MMP23B	ENSG00000189409	protein_coding	1567474	chr1:1570404-1678935	1570404	1678935
chr1	1565474	1569474	XLOC_000034	XLOC_000034	1	1567474	1570639	1	MMP23B	ENSG00000189409	protein_coding	1567474	chr1:1570404-1678935	1570404	1678935
chr1	1844266	1848266	XLOC_000035	XLOC_000035	1	1846266	1848735	1	CALML6	ENSG00000169885	protein_coding	1846266	chr1:1845090-1848733	1845090	1848733
chr1	1948780	1952780	XLOC_000036	XLOC_000036	1	1950780	1962192	1	GABRD	ENSG00000187730	protein_coding	1950780	chr1:1950767-1962193	1950767	1962193
chr1	1979909	1983909	XLOC_000037	XLOC_000037	1	1981909	2116834	1	PRKCZ	ENSG00000067606	protein_coding	1981909	chr1:1979949-2139172	1979949	2139172
chr1	2158134	2162134	XLOC_000038	XLOC_000038	1	2160134	2241558	1	SKI	ENSG00000157933	protein_coding	2160134	chr1:2159830-2241854	2159830	2241854
chr1	2321267	2325267	XLOC_000039	XLOC_000039	1	2323267	2336883	1	RER1	ENSG00000157916	protein_coding	2323267	chr1:2323213-2345429	2323213	2345429
chr1	2355419	2359419	XLOC_000040	XLOC_000040	1	2357419	2436969	1	PLCH2	ENSG00000149527	protein_coding	2357419	chr1:2407753-2436966	2407753	2436966
chr1	2485078	2489078	XLOC_000041	XLOC_000041	1	2487078	2496821	1	TNFRSF14	ENSG00000157873	protein_coding	2487078	chr1:2477718-2495317	2477718	2495317
chr1	2515930	2519930	XLOC_000042	XLOC_000042	1	2517930	2522908	1	FAM213B	ENSG00000157870	protein_coding	2517930	chr1:2517800-2564481	2517800	2564481
chr1	2936046	2940046	XLOC_000043	XLOC_000043	1	2938046	2939465	1	ACTRT2	ENSG00000169717	protein_coding	2938046	chr1:2938045-2939467	2938045	2939467
chr1	2983732	2987732	XLOC_000044	XLOC_000044	1	2985732	3355185	1	PRDM16	ENSG00000142611	protein_coding	2985732	chr1:2976180-3355185	2976180	3355185
chr1	2983732	2987732	XLOC_000045	XLOC_000045	1	2985732	3355185	1	PRDM16	ENSG00000142611	protein_coding	2985732	chr1:2976180-3355185	2976180	3355185
chr1	3368990	3372990	XLOC_000046	XLOC_000046	1	3370990	3397677	1	ARHGEF16	ENSG00000130762	protein_coding	3370990	chr1:3366055-3402204	3366055	3402204
chr1	3539566	3543566	XLOC_000047	XLOC_000047	1	3541566	3546691	1	TPRG1L	ENSG00000158109	protein_coding	3541566	chr1:3541555-3546694	3541555	3546694
chr1	3567325	3571325	XLOC_000048	XLOC_000048	1	3547331	3569325	-1	WRAP73	ENSG00000116213	protein_coding	3569325	chr1:3568576-3663980	3568576	3663980
chr1	3666962	3670962	XLOC_000049	XLOC_000049	1	3668962	3688209	1	CCDC27	ENSG00000162592	protein_coding	3668962	chr1:3668964-3688209	3668964	3688209
chr1	3687352	3691352	XLOC_000050	XLOC_000050	1	3689352	3692546	1	SMIM1	ENSG00000235169	protein_coding	3689352	chr1:3689228-3713200	3689228	3713200
chr1	3771845	3775845	XLOC_000051	XLOC_000051	1	3773845	3801993	1	DFFB	ENSG00000169598	protein_coding	3773845	chr1:3773844-3803258	3773844	3803258
