chr1	67091	71091	XLOC_000001	XLOC_000001	1	69091	70008	1	OR4F5	ENSG00000186092	protein_coding	69091	chr1:69090-70008	69090	70008
chr1	365640	369640	XLOC_000003	XLOC_000003	1	367640	368634	1	OR4F29	ENSG00000235249	protein_coding	367640	chr1:367658-368597	367658	368597
chr1	858260	862260	XLOC_000006	XLOC_000006	1	860260	879955	1	SAMD11	ENSG00000187634	protein_coding	860260	chr1:851135-917473	851135	917473
chr1	858260	862260	XLOC_000007	XLOC_000007	1	860260	879955	1	SAMD11	ENSG00000187634	protein_coding	860260	chr1:851135-917473	851135	917473
chr1	946803	950803	XLOC_000008	XLOC_000008	1	948803	949920	1	ISG15	ENSG00000187608	protein_coding	948803	chr1:948846-949919	948846	949919
chr1	953503	957503	XLOC_000009	XLOC_000009	1	955503	991496	1	AGRN	ENSG00000188157	protein_coding	955503	chr1:955397-991570	955397	991570
chr1	1107264	1111264	XLOC_000014	XLOC_000014	1	1109264	1133315	1	TTLL10	ENSG00000162571	protein_coding	1109264	chr1:1109285-1133313	1109285	1133313
chr1	1165411	1169411	XLOC_000015	XLOC_000015	1	1152288	1167411	-1	SDF4	ENSG00000078808	protein_coding	1167411	chr1:1152280-1175955	1152280	1175955
chr1	1180102	1184102	XLOC_000017	XLOC_000017	1	1177826	1182102	-1	FAM132A	ENSG00000184163	protein_coding	1182102	chr1:1177832-1185465	1177832	1185465
chr1	1213816	1217816	XLOC_000018	XLOC_000018	1	1215816	1227409	1	SCNN1D	ENSG00000162572	protein_coding	1215816	chr1:1209396-1227409	1209396	1227409
